2398,[1141 2567 3202 3990 4603 5865 8838 9109],[2.4521043e-07 0.021942206 0.00087700965 0.0011655007 3.3182412e-05 0.9620248 0.0001878607 0.0137692485]
2399,[1141 12158],[0.007422964 0.992577]
2400,[1143 1412 1585 3706 7905 10761 11317 11732],[0.0013666765 0.0007989099 0.00046009285 0.008751882 0.96321225 0.00010997951 0.0004736412 0.024826555]
2401,[1143 2784 3272 9663],[1.5812915e-06 0.00021069185 0.0010356053 0.9987521]
2402,[1143 10442],[0.37279278 0.6272072]
2403,[1144 4981 7320 9848],[3.8646084e-07 0.105837084 0.028377192 0.86578536]
2404,[1145 3853 5052],[0.005334159 0.9273707 0.06729512]
2405,[1146 5278 5997 8917 9175],[0.005018368 0.778467 0.026213344 0.08280246 0.107498795]
2406,[1147 3533 5360 6491 8530],[1.301814e-06 0.24926563 0.07010011 0.033055365 0.6475776]
2407,[1147 1752 1984 2057 2080 4500 4884 5360 6491 8530 9147 11258],[3.1639814e-08 8.931112e-05 1.48805875e-05 3.6984095e-06 9.494045e-05 9.601887e-06 0.0002591297 7.251171e-05 0.991844 0.007496669 0.000115236 1.9006631e-08]
2408,[1147 1541 5108 5762 7703 12123],[0.0002705612 0.01670203 0.78771377 0.017700275 0.17343472 0.0041786875]
2409,[1147 3563],[0.019340036 0.9806599]
2410,[1148 1341 2061 2674 2904 4697 4790 11245 11760 12086],[3.6188747e-05 1.1292107e-05 0.0022852044 0.006983705 0.008758212 0.40769035 0.44816375 0.12369071 0.0002671561 0.0021133525]
2411,[1148 1247 1274 1752 4448 8039 9066 11126 11362 11568 11591],[6.6638584e-08 8.523116e-06 0.0011566675 0.0008895349 0.52909607 0.4622954 0.00010030639 0.0047074263 0.0003273671 0.00018862756 0.0012299998]
2412,[1148 1922 11597],[1.1209073e-06 0.9958924 0.004106481]
2413,[1149 1314 1527 1686 3679 3835 4297 4820 5540 5721 5737 6146 8466 9516 11980],[5.2825897e-07 5.7805045e-07 5.943849e-06 9.450554e-06 0.001044273 0.02963399 0.9568446 0.00014851039 1.2358662e-05 0.005466764 8.817824e-05 0.0038689633 0.0021066808 0.0007682551 1.0231626e-06]
2414,[1150 1164 1870 2171 2193 9782 10553 10987],[8.78771e-07 4.945914e-06 0.9406437 0.0284538 0.004986765 0.0045390744 0.020167168 0.0012035336]
2415,[1150 2748 4024 4139 5993 7018 9718 10352 10421 10509 11822 12016 12151 12188],[6.477315e-05 0.26986527 0.326341 0.012267711 0.029153286 0.14033279 0.027213152 0.093116276 0.00036872682 0.031829406 0.023136469 0.042258084 0.0019094419 0.0021435923]
2416,[1152 9190 9292],[0.006997584 0.101219185 0.89178324]
2417,[1153 4755],[0.00070440833 0.9992956]
2418,[1153 1931 2366],[0.00020434536 0.8523454 0.14745027]
2419,[1154 7534],[0.0013970414 0.9986029]
2420,[1156 1303 1959 3007 3506 3889 4269 4912 6466 7354 7444 7531 7974 8104 8473 8899 9058 10548],[3.1392812e-08 1.6967637e-07 5.569898e-05 5.2566197e-06 0.00042073196 7.518401e-06 3.082281e-06 0.007221201 0.4594301 0.48159158 0.00037156048 2.0620771e-05 5.49264e-09 6.461786e-07 0.050662514 2.178191e-05 0.000185155 2.3559105e-06]
2421,[1156 1403 1576 1685 2184 2250 2797 2840 3140 3568 3689 4137 4163 5302 5465 5832 6007 7122 7545 7899 7923 8473 8605 8774 8808 9963 10386 10899 11375 11701],[7.162073e-10 1.4035178e-06 6.722012e-07 4.797586e-07 1.5279908e-05 0.000699704 0.031397656 0.00024064646 0.00011690261 1.4817374e-06 8.8459507e-07 5.171616e-05 1.2395626e-05 3.1481948e-05 2.5678648e-07 0.00020100016 3.0637027e-06 0.52667725 0.0011990765 0.00020714954 0.00010889737 1.7500734e-05 0.032041904 0.00024434217 0.4041357 0.002127816 0.00038411707 6.799556e-05 6.520779e-07 1.2479509e-05]
2422,[1156 2635 3435 3604 3677 4269 5731 6097 7581 8542 8939 9319 10241 11120 12309],[3.7527737e-12 0.68664145 4.6294444e-05 1.0306626e-06 0.00018318715 0.104425244 9.803674e-07 0.20219648 2.2556442e-06 0.00030538428 0.0061501144 1.1102107e-05 2.677036e-05 8.7931e-06 9.2740487e-07]
2423,[1157 4733 5515 5711 6308 8729 8855 8918 10682 12220],[4.863971e-07 0.15919273 0.44328547 0.001709761 0.07610281 0.21647154 0.10083619 0.002133318 0.00026716708 6.340675e-07]
2424,[1157 2380 5628 7960 10865 12125],[0.00042659589 0.0069463896 0.042062145 0.9266955 0.020384088 0.0034852773]
2425,[1158 3164 6079],[2.9672336e-07 0.015446432 0.9845532]
2426,[1160 2710 4997 7425 9372],[1.4714299e-05 0.00073132926 0.1392037 0.7450352 0.11501514]
2427,[1161],[1.0]
2428,[1161 6461],[1.6173384e-05 0.9999838]
2429,[1161 1735 7681 11874 12217],[1.3058948e-06 0.8465097 0.1502949 0.0031583463 3.5712485e-05]
2430,[1161 2489 2695 2740 6229 9361 11563 12032],[4.994823e-06 0.29274952 0.05273748 0.0052568195 0.5320708 0.10295838 0.0005462123 0.0136756925]
2431,[1162 1240 1694 2358 3014 3548 5428 6336 6511 8598 9162 10262 10379 10921 11274 11532 11943 11963],[6.178778e-07 6.950588e-08 0.00014485433 7.414725e-05 0.00047626498 5.012603e-06 1.0045769e-05 0.0013636322 0.004518439 0.9917212 0.0009194766 0.00015252641 0.00029773844 5.151084e-05 0.00016467489 9.599604e-05 3.1997795e-06 4.2902326e-07]
2432,[1166 2957 3067 3238 3797 4191 5533 9709 11871],[1.4809066e-06 0.0006048596 0.007065742 0.004999121 0.007034927 0.9792398 0.00046306767 0.0001321707 0.0004588659]
2433,[1166 3864 6747 10331],[0.000221272 0.8246227 0.01155854 0.16359754]
2434,[1167 1658 2206 3633 3953 6265 10505],[6.7225903e-07 8.948768e-05 0.0018289065 0.00018210466 0.0005064753 0.297974 0.69941837]
2435,[1168 2616 4310 5618 7102 8466 8840 11467 11972 12243],[1.030633e-05 0.03300724 0.0017788318 2.8371428e-06 0.8358354 0.12627353 0.002109026 0.0008921522 4.382754e-05 4.692109e-05]
2436,[1172 1313],[0.56552315 0.43447682]
2437,[1172 9067],[1.0239683e-07 0.9999999]
2438,[1172 9428 10846],[0.0014380354 0.8498391 0.1487228]
2439,[1173 1483 1627 2888 7147 7965 8211 9023 10128 10463 10987],[6.2351186e-09 1.4154375e-06 3.9913683e-08 0.9990907 9.577106e-06 0.00018024787 0.0006173186 6.816299e-05 2.7966778e-05 3.09612e-06 1.5402985e-06]
2440,[1173 2534],[0.5588507 0.44114938]
2441,[1173 4365],[0.31942913 0.6805709]
2442,[1174 1326 1874 3375 3617 4228 5057 6004 6309 8256 8811 9010 9225 9822 10217 10417 11176],[7.385083e-08 4.774389e-06 0.00014390037 1.6402644e-05 7.2481333e-07 3.0755047e-05 0.0007896095 0.31893027 0.000102346654 0.00039383132 0.3450521 0.0038343158 0.3294137 0.0009886458 3.4945967e-06 0.00029498883 7.02413e-08]
2443,[1174 3209],[0.0091778105 0.9908222]
2444,[1175 2040 2079 4058 4409 4517 9463 9750 11452 11806 11880],[1.3894375e-05 1.272204e-05 0.002340729 0.013196843 0.044659887 0.0064278627 0.9160997 0.012744403 4.1052954e-05 0.0013581641 0.0031046718]
2445,[1176 1182 2150 3322 3928 5364 6110 9709 11088 12376],[3.9566326e-06 4.3466025e-05 0.0012043237 4.095575e-05 0.7558434 0.05160316 0.14643145 6.961701e-05 0.044682775 7.6873155e-05]
2446,[1177 3053 3838 4213 5766 6967 10478 12207],[5.7709614e-05 0.063157015 0.00353462 0.040187843 0.00015854131 0.12947464 0.7560112 0.007418426]
2447,[1178 4200],[1.1487069e-05 0.99998856]
2448,[1178 8249 9048 12034],[5.0454815e-07 0.998615 0.0013299357 5.451046e-05]
2449,[1179 2332 4789 9908 12001],[0.22455615 0.6158421 0.078103006 0.05372406 0.0277747]
2450,[1179 2430 2689 6669 9420 9833 10471 10770],[1.8377294e-07 3.410121e-06 3.214464e-05 0.0033438287 0.98970175 0.00681112 5.2874824e-05 5.460181e-05]
2451,[1179 3380 8330],[0.022370903 0.9733932 0.0042359014]
2452,[1180 8070 9275 10618 11703],[5.5622666e-05 0.022525186 0.97212243 0.0041974764 0.0010993393]
2453,[1180 2470 4639 4720 5784 8031 8366 8803 8848 11410 11772 11839 12156],[2.6878432e-05 0.004075188 0.011206966 0.0005753075 0.018333219 0.441475 0.017157558 0.46552584 0.032608982 0.0022267115 0.0035569652 0.0025943844 0.0006370087]
2454,[1180 5928 9270 10655 12082],[1.9190611e-07 0.004729047 0.9952301 1.835295e-05 2.2280721e-05]
2455,[1180 7493 12131],[0.0053893686 0.9943803 0.00023033585]
2456,[1181 12246],[0.01334761 0.9866523]
2457,[1184 3725],[1.73331e-05 0.9999827]
2458,[1184 4028],[4.2957498e-07 0.9999995]
2459,[1185 2285 6897 11755 11965],[0.0007763811 0.3748217 0.5949727 0.017748782 0.011680503]
2460,[1186 9675],[0.00010164873 0.9998983]
2461,[1187 1246 1936 2009 3816 5262 7667 8809 10993],[5.9486894e-08 1.6125816e-07 0.002542542 1.5900021e-05 0.00018286063 5.62586e-05 0.9971758 2.496177e-05 1.4023525e-06]
2462,[1187 2804 3510 8688 9656 10473 10790 12250],[9.299029e-06 0.00024657865 0.85777175 0.0011737203 0.13613284 0.0046613473 4.321222e-06 1.4328761e-07]
2463,[1188 9659 10345],[3.6449383e-05 0.925962 0.07400158]
2464,[1188 2452 3577 10370],[0.005311934 0.76994175 0.14713927 0.07760707]
2465,[1189 4325 5725 5965 6657 6698 8638 8803 8994 9431 10760 11600 11684 11790 12254],[1.224049e-07 0.009553779 0.07778609 0.0030952678 0.21227695 0.6247758 0.0015697636 4.8420945e-05 0.0053772377 0.053441666 0.006536582 0.00016557665 0.0028520068 0.00011297335 0.0024077457]
2466,[1189 1272 2511 4396 5075 5180 5447 6078 8459 11136],[7.947225e-07 1.4819685e-06 0.00028369084 0.07714522 0.30530256 0.01929621 0.20568763 0.25828746 0.116915956 0.017078988]
2467,[1190 1839 1974 6296 9077 11922 12337],[1.6145194e-06 0.004896435 0.9592214 0.03411142 0.0014382667 7.384975e-05 0.00025701203]
2468,[1191 2619 4505 5075 6544 10985],[2.415195e-07 0.8883759 0.108623706 8.140572e-05 0.002268957 0.0006498709]
2469,[1195 7893],[0.0016100806 0.99838996]
2470,[1195 1275 4598 5014 5113 5114 6848 11244 11258],[1.9981493e-05 0.0038676686 0.0003559704 0.00014547059 0.32897028 0.3371802 0.23899351 0.06743603 0.023030845]
2471,[1198 1212 11993],[0.0038418428 0.025776431 0.9703817]
2472,[1199 7554],[0.00021040005 0.99978966]
2473,[1200 2290 2719 3433 7026 7432 7447 8683 8708 8891 9062 9738 11133 11423],[9.043198e-09 0.0031896047 2.8941688e-06 0.0112005975 0.055173196 0.0012265643 0.87833464 0.012172241 0.022995956 0.007300089 0.0064395173 4.320608e-05 0.001699517 0.00022197748]
2474,[1200 1678 1763 2625 2716 2910 3008 3056 3087 3204 3871 4361 4395 8628 8716 9135 11256 12160],[5.2397723e-07 6.145119e-05 4.788042e-05 0.039987225 0.0001891821 7.8031513e-07 0.35161978 0.0020984544 0.029947963 0.000744035 6.9253576e-05 0.00034469008 0.55752635 0.00017411444 0.0056719654 0.011244901 0.00027095104 6.489901e-07]
2475,[1200 2907 7597],[5.068454e-05 0.7997765 0.20017278]
2476,[1201 10077 11831],[0.000216819 0.99461997 0.0051632174]
2477,[1202 7929 12277],[2.9025994e-06 0.999995 2.1991466e-06]
2478,[1202 2036 2822 7929 9495],[1.708095e-08 1.2046396e-06 9.764662e-06 0.00033267005 0.9996563]
2479,[1202 1382 3163 4786 6512 7231 7929],[6.9024653e-09 1.2671809e-06 1.2982392e-05 0.8500339 0.14742987 4.5279717e-06 0.002517437]
2480,[1202 11135],[0.074687555 0.92531246]
2481,[1203 11981],[0.29191446 0.7080855]
2482,[1203 6980 11981],[0.00094740285 0.54999983 0.44905284]
2483,[1203 11981],[0.13403502 0.865965]
2484,[1203 4361],[0.05698026 0.9430198]
2485,[1205],[1.0]
2486,[1205 2607 10204 10225 11674],[6.692885e-05 0.8033011 0.09400358 0.10000278 0.0026257003]
2487,[1205 1498 6699 10177],[1.305611e-06 1.1956757e-05 0.99971217 0.00027454342]
2488,[1205 5579 11761],[2.0034744e-05 0.9980223 0.001957765]
2489,[1206 3919 5835 7016 7401 9162 9520],[7.336463e-08 8.741411e-08 0.00737467 0.97381955 0.007237095 0.00047629458 0.011092176]
2490,[1207 1431 5312 9493],[0.0024630993 0.06316257 0.06529623 0.8690781]
2491,[1207 6083 8778],[2.9696858e-08 0.9999497 5.0265713e-05]
2492,[1207 6560 8889],[6.125657e-07 0.9766506 0.023348799]
2493,[1208 2163 8795 10208],[5.6021177e-06 0.6503211 0.046358272 0.303315]
2494,[1209 2319 10856 11021],[0.000103805374 0.6297376 0.29587546 0.07428316]
2495,[1211 5343],[9.764164e-05 0.99990237]
2496,[1211 3726],[0.0058951112 0.9941049]
2497,[1213 2128 5107 7415 10639],[9.996747e-08 2.4088888e-05 0.72252303 0.2774495 3.2712849e-06]
2498,[1213 2508],[7.685302e-09 1.0]
2499,[1214 1847 9946 10663],[0.000841268 0.06653645 0.8988939 0.033728346]
2500,[1215 3013 6943 12135],[0.012599538 0.23647037 0.010264406 0.74066573]
2501,[1217 10634 11010],[0.0817502 0.86318064 0.05506912]
2502,[1217 1627 4572 11673],[0.0039405096 0.23242505 0.75548595 0.008148447]
2503,[1218 4973 5717],[0.00063222804 0.014101978 0.9852658]
2504,[1218 4973],[0.006396389 0.99360365]
2505,[1218 4973 9019],[0.035381936 0.92060673 0.044011302]
2506,[1218 2341 2863 2908 3543 3935 4973 5895 6268 11866],[2.5518895e-08 0.004468252 0.00032954366 0.05443222 0.038038682 7.381227e-05 0.010880087 0.051143583 0.8405343 9.9467354e-05]
2507,[1219 1949 3347 4398 6562 6640 7022 7810 8639 9097 11066 11669],[2.1010362e-09 8.613288e-07 2.211762e-06 8.315607e-06 0.99939346 1.15142675e-05 0.00014920114 0.0003377723 9.614326e-05 1.04271535e-07 6.8808156e-08 3.7643957e-07]
2508,[1219 2069 4136 6392 8520 8548 8811],[6.240786e-08 0.00017045555 1.0740356e-05 0.99673635 0.002671018 0.00018432923 0.00022695922]
2509,[1222 6635 10860 11370 12052],[3.8645114e-05 0.8860571 0.11332459 4.823996e-05 0.0005313602]
2510,[1222 5226 5323 6061 8053 10961],[2.327719e-10 1.015717e-06 4.255304e-06 0.99997854 1.6024484e-05 1.9429523e-08]
2511,[1223 5227 5777 7242 12106],[2.3438581e-06 0.0065170196 0.014011904 0.97511727 0.00435147]
2512,[1224 4118 5135 7988 8358 9623 10984],[3.8207676e-07 0.09232346 0.00013213839 0.19378339 0.708393 0.003352098 0.0020155434]
2513,[1224 3736 11312],[0.00012689063 0.99839824 0.0014748903]
2514,[1224 3020 4189 4543 5303 6161 7121 9685],[8.019715e-06 0.0008572877 0.033260237 0.00023973736 0.25632003 0.6838813 0.02379886 0.0016345645]
2515,[1225 5171],[0.020458069 0.9795419]
2516,[1226 2992 8654],[0.0007837288 0.0060736164 0.9931426]
2517,[1226 1709],[0.42056537 0.5794346]
2518,[1226 1302 1695 9557 10090 11488],[0.0044332976 0.31480953 0.021234773 0.008425571 0.3564685 0.29462832]
2519,[1227],[1.0]
2520,[1228 1760 2008 6750 7849 9632],[7.1339304e-07 0.0036327157 6.8756926e-05 0.0002931927 0.9636564 0.032348108]
2521,[1228 3882 12055],[0.005901687 0.6919567 0.3021416]
2522,[1229 2306 2307 2364 3395 3914 4774 4932 7364 9467 9925],[5.8165558e-08 0.00018182374 0.0001814944 0.002369777 0.00037698724 0.0007080703 0.0016848011 0.12293562 0.3938775 0.17845513 0.29922873]
2523,[1229 7424 9707 10680],[3.038824e-06 0.0022277983 0.99775237 1.6731936e-05]
2524,[1229 2239 2749 6568],[4.5449056e-06 0.0018105345 0.0008587773 0.99732614]
2525,[1229 3472 4124],[1.6974445e-05 0.9953334 0.0046496545]
2526,[1230],[1.0]
2527,[1231 2429 12383],[0.0014261727 0.9912917 0.0072820033]
2528,[1231 12383],[0.38560784 0.61439216]
2529,[1232 6582],[5.07908e-06 0.9999949]
2530,[1232 4229 6423 6613],[1.14568365e-07 0.00010453135 0.0019401117 0.9979552]
2531,[1233 1857 3635 5370 6708 7544 7738 9876],[2.5515865e-07 0.001608342 1.4765479e-05 0.052699186 0.00015814172 0.0011784659 0.9443363 4.629013e-06]
2532,[1234 2965 11015],[0.00036302325 0.9601096 0.03952732]
2533,[1234 1559 4128 12021],[1.5172365e-07 3.6743015e-06 0.99994016 5.6073048e-05]
2534,[1234 3550 5137],[4.2488136e-06 0.9476111 0.052384645]
2535,[1237 1760 2579 2976 3589 4572 5653 5876 9391 11545 11983 11986],[3.6014754e-08 0.000116279836 0.0002534619 0.047005374 0.6713288 3.539108e-05 0.01957871 0.00030521984 0.26023144 5.1874654e-06 0.0001449904 0.000995179]
2536,[1237 2203 3782 9554 10787],[0.017437644 0.034052018 0.3096791 0.5527589 0.08607231]
2537,[1238 3926],[0.004175224 0.9958248]
2538,[1239 3378 6912 12103],[0.0024319028 0.84169006 0.1476539 0.008224143]
2539,[1241 7837],[5.0371902e-05 0.9999496]
2540,[1242 10572 11608 11641],[6.859021e-05 0.07049303 0.89569324 0.03374513]
2541,[1244],[1.0]
2542,[1244 7936 8279],[4.7249762e-07 0.52040964 0.47958982]
2543,[1245 2471 2861 2967 3917 4349 4596 4913 7228 9930 10038 10347 11072 11132 11280 11394 11596 12165],[2.4112265e-05 0.045878533 0.09055726 0.0014891555 0.0018712934 0.60068995 0.0015159753 0.045128655 0.0613901 0.14219971 0.0053835176 0.0026918857 8.983715e-05 0.0005211327 2.2865408e-06 0.00019776948 2.8707736e-05 0.00034004377]
2544,[1246 4176 8091 9146 9777],[0.00018453899 0.0040712086 0.037004106 0.0041040415 0.9546361]
2545,[1246 5427 10977],[0.007976398 0.9874593 0.0045642564]
2546,[1247 1452 2511 6434 10287 10510 11275],[0.00020675606 9.928616e-06 0.062510915 0.86140275 0.0024391655 0.001207125 0.07222331]
2547,[1248 1973],[0.00064176065 0.99935824]
2548,[1249 1814 3348],[0.023963073 0.15130122 0.8247357]
2549,[1249 10082 12315],[8.001121e-06 0.9999883 3.6460156e-06]
2550,[1249 5597],[0.00028305987 0.99971694]
2551,[1250 1402 2455 2657 2977 5315 6457],[1.0055284e-06 2.4060384e-07 0.00047937603 3.4756363e-07 4.564977e-06 0.9361292 0.06338521]
2552,[1251 2984 6409 10864 11864],[0.0010048625 0.0013508789 0.9199056 0.072877444 0.0048612882]
2553,[1251 1701 2564 3976 7332 8887 9771],[9.698986e-06 4.0412022e-05 0.00016242366 1.6205024e-05 0.009245475 0.99052495 8.8120015e-07]
2554,[1251 6674 8887 11445],[3.6489013e-07 0.80231416 0.19666111 0.0010243605]
2555,[1251 4883 6661 7668 9452 12243],[4.8663627e-05 0.06538095 0.92043835 0.014069938 5.2643623e-05 9.435467e-06]
2556,[1252 8773],[0.402418 0.5975819]
2557,[1252 1666 5198],[0.006051216 0.0070720348 0.9868767]
2558,[1253 6764 11367],[1.1802558e-05 0.9999099 7.825721e-05]
2559,[1253 2902 3927 4412 6577 6906 10536 10826 11000],[3.729454e-05 0.016188582 0.8413959 0.0023526198 0.000976954 0.13292214 0.0008029547 0.00014718309 0.0051763784]
2560,[1253 1600 5440 10978],[0.0020677866 0.00012441198 0.9925243 0.0052835112]
2561,[1253 7228],[0.00016438315 0.9998356]
2562,[1254 9612],[0.0021600514 0.9978399]
2563,[1254 8434],[8.446568e-05 0.9999155]
2564,[1255 4147],[0.0067572133 0.9932428]
2565,[1255 3238 3944 7668 9312 11389 12243],[1.5023719e-06 1.4905105e-05 0.00029449258 0.9979545 2.3643146e-05 0.0013005871 0.00041036663]
2566,[1256],[1.0]
2567,[1256 8874],[0.0028796925 0.9971204]
2568,[1256 9100],[0.0002554218 0.9997446]
2569,[1256 5638 5922 7549 7582 8782 8846 9090 9379 11766],[4.019893e-07 0.00074427563 0.016881956 0.0066329828 0.0005587098 0.0013962936 0.35624918 0.57672286 0.040813193 3.1600187e-08]
2570,[1257 4572 5359 11063],[0.0015998797 0.5370261 0.25885633 0.20251763]
2571,[1257 1518 4308],[0.18802886 0.005759278 0.8062119]
2572,[1258],[1.0]
2573,[1259 1321 5523 6505 6763 7649 8068 8396 11837],[5.278204e-06 7.167368e-05 0.95640457 0.011147255 0.0016433117 0.006351021 0.003205739 0.021078136 9.3062394e-05]
2574,[1259 3483 3860 6681 7392 7565 8738 9476],[1.3666119e-07 0.00012597922 0.00013432611 0.38492057 0.47081643 0.017915044 0.016556181 0.10953132]
2575,[1260 1928 2213 11132 11236 11882],[0.00060975226 0.5929874 0.18434525 0.0014521225 0.12596083 0.09464469]
2576,[1262 1886 3065 3892 4176 5532 6457],[0.0039879554 3.4971424e-06 0.0060245255 0.0013249546 0.0004105788 0.14813732 0.84011114]
2577,[1262 1759 5149 7298 10835],[0.00051566685 0.011142435 0.48276854 0.5054329 0.00014045546]
2578,[1262 5206],[3.5453457e-05 0.9999646]
2579,[1265 3162 8036 8903 10491],[0.0012302806 0.4284918 0.35149345 0.09153847 0.12724605]
2580,[1265 2103 4743 5550 5696 6789 8737 10296 12011],[1.5860332e-06 0.008814197 0.009618559 0.02454024 0.634049 0.004464441 0.31643957 0.0017394708 0.00033288007]
2581,[1265 2103],[0.058378693 0.94162136]
2582,[1266],[1.0]
2583,[1266 11050],[0.029716402 0.97028357]
2584,[1266 6147],[4.2368738e-05 0.9999577]
2585,[1266 6313],[7.042384e-07 0.9999993]
2586,[1267 1677 1766 7214 7548 8713],[0.056405533 0.022222525 0.023541894 0.19927478 0.20320915 0.4953461]
2587,[1267 1687 3378 10218 11766 12167],[0.0009921056 0.25931588 0.29771814 0.25837794 0.0050026868 0.17859323]
2588,[1268 2049 9533 11461],[5.24578e-05 0.008700277 0.99092394 0.00032333034]
2589,[1268 1558 2054 3952],[0.05803453 0.0021758934 0.03109235 0.9086972]
2590,[1268 2049 3231 4588 6708 7171 11093 11429],[1.221117e-06 0.019141262 0.0037756183 0.1129078 0.58401793 0.28004736 8.277264e-05 2.6103404e-05]
2591,[1269 1352 1849 2760 3947 4379 5482 5501 5613 6956 7141 8446 9630 11157 11272 11549],[5.3695344e-06 6.3438085e-07 0.0010942882 5.7476996e-07 0.038132977 2.1022639e-05 0.0016558712 0.123420246 2.4803601e-05 0.1835326 0.0024518422 0.64916724 0.0004141913 7.9390034e-08 4.038489e-05 3.784562e-05]
2592,[1269 2171 3560 5200 7761],[0.00014365985 0.00042954774 0.9703231 0.00818493 0.02091877]
2593,[1269 5241],[5.772234e-05 0.9999423]
2594,[1270 3193 3345 4115 4747],[4.3946548e-06 0.16123898 4.4206047e-07 7.83674e-06 0.83874834]
2595,[1270 7563 11063],[4.7635713e-05 0.9660904 0.033862013]
2596,[1270 1761 6018 7744 8209 9336],[0.0001455367 2.1604164e-05 0.9471095 0.015022702 0.03405194 0.00364875]
2597,[1271],[1.0]
2598,[1272 5337 6172 6905 7127 8670 9328 12282],[2.236379e-06 0.00028685183 0.053731028 0.015454411 0.7707493 0.007150703 0.15258689 3.8577964e-05]
2599,[1273 2523],[0.5052241 0.49477592]
2600,[1273 9314],[0.1327638 0.86723614]
2601,[1274 1808 2002 2327 2611 2775 2912 2964 3115 3308 3392 4392 4442 4959 5247 5472 7491 7702 8553 8659 8981 9388 9433 9966 10515 11503 11568 11612 12085 12341],[0.001042873 0.006811053 0.032517448 0.0011961873 0.10140125 0.027505212 0.07681224 0.01205782 4.9005116e-08 0.0035102316 0.00011341729 1.50575315e-05 0.024764579 0.0015620778 0.00042847756 0.00043553003 0.023692947 0.020860663 0.0012380426 0.61466056 0.016595248 0.00081876654 0.00025117988 0.003179955 0.015305014 0.00011059553 0.012589729 0.00033537488 0.00012573344 6.267585e-05]
